time,low,high,open,close,volume
1604707200,14310.0,15779.24,15599.95,14834.09,23552.06912628
1604793600,14721.9,15666.0,14834.09,15482.9,11856.3281802
1604880000,14817.14,15856.9,15482.89,15342.25,21951.27612698
1604966400,15090.08,15481.06,15342.1,15315.03,13489.67510052
1605052800,15293.04,16000.0,15315.46,15705.79,15257.35722584
1605139200,15446.82,16370.89,15705.79,16310.81,22153.73849401
1605225600,15975.0,16491.92,16310.81,16339.56,14593.51518544
1605312000,15708.24,16339.6,16339.56,16082.01,9205.916488
1605398400,15796.09,16175.6,16082.01,15966.89,6250.07966791
1605484800,15879.0,16892.0,15970.0,16726.64,13948.30524238
1605571200,16575.42,17880.0,16726.49,17679.36,25230.22403641
1605657600,17205.02,18488.0,17679.86,17782.91,32425.98660226
1605744000,17356.0,18193.29,17790.18,17821.58,17141.49267548
1605830400,17764.76,18830.3,17821.92,18675.25,17901.931678
1605916800,18350.0,18980.0,18677.84,18721.21,13604.27139959
1606003200,17610.77,18773.56,18721.21,18437.66,15423.83816127
1606089600,18001.0,18777.77,18437.18,18384.82,17655.66362172
1606176000,18052.02,19469.0,18384.82,19172.84,26623.09452709
1606262400,18502.0,19500.0,19172.9,18721.93,20485.39373121
1606348800,16200.0,18915.48,18717.24,17170.0,48644.17078197
1606435200,16400.0,17475.0,17169.99,17153.95,23333.98429789
1606521600,16880.0,17933.25,17155.43,17739.85,13157.9519653
1606608000,17535.26,18359.0,17736.1,18202.04,8932.25029132
1606694400,18201.47,19873.23,18202.02,19713.94,27293.4791942
1606780800,18109.0,19915.14,19713.94,18782.97,30442.86543674
1606867200,18335.0,19340.0,18778.18,19225.63,16227.13637423
1606953600,18885.0,19625.64,19222.45,19448.64,14648.29683367
1607040000,18576.05,19546.46,19446.43,18658.1,16382.87739223
1607126400,18501.0,19189.98,18658.09,19158.96,7082.22230272
1607212800,18878.0,19430.25,19158.96,19375.6,6665.28189472
1607299200,18901.0,19432.57,19375.6,19177.71,8977.45166263
1607385600,18200.0,19299.51,19177.08,18316.22,15161.86263318
1607472000,17639.0,18647.33,18316.22,18546.55,20667.36635634
1607558400,17905.0,18556.42,18546.55,18253.44,14899.20296937
1607644800,17580.0,18293.08,18257.18,18042.15,16953.63356031
1607731200,18023.57,18955.34,18044.19,18821.28,8616.1725039
1607817600,18730.0,19421.03,18821.28,19166.65,10624.20069187
1607904000,18967.68,19349.98,19166.65,19272.37,9102.36972564
1607990400,19051.27,19565.0,19272.37,19444.6,15345.21212651
1608076800,19300.0,21569.94,19443.19,21359.65,33350.23500216
1608163200,21252.01,23776.94,21360.5,22826.48,53602.34952384
1608249600,22329.0,23280.0,22826.37,23137.76,24829.23581848
1608336000,22770.0,24200.0,23138.89,23849.99,20577.66441198
1608422400,23100.0,24300.0,23850.0,23476.51,14963.41787144
1608508800,21913.84,24118.75,23476.51,22729.4,25728.63855953
1608595200,22380.05,23839.78,22729.4,23823.27,18597.6512303
1608681600,22600.0,24090.0,23824.13,23228.35,23412.12172023
1608768000,22712.89,23785.0,23226.18,23717.96,16440.75295146
1608854400,23416.0,24770.95,23718.61,24704.71,15792.47583445
1608940800,24490.01,26822.0,24704.71,26475.35,24782.44015598
1609027200,25772.55,28387.0,26482.64,26258.65,33627.00745897
1609113600,26086.19,27477.0,26255.16,27040.36,21265.70934972
1609200000,25833.73,27396.77,27039.39,27366.35,20668.10433798
1609286400,27311.73,29018.26,27366.35,28897.42,28181.49681491
1609372800,28000.0,29321.9,28897.42,28990.08,28813.88691084
1609459200,28700.0,29688.88,28990.08,29412.84,22211.25251806
1609545600,29039.0,33300.0,29413.29,32225.91,46675.24652146
1609632000,32008.62,34810.0,32222.88,33080.66,36951.71650628
1609718400,27678.0,33666.99,33082.84,32019.99,46045.38968508
1609804800,29891.13,34499.67,32020.22,34030.64,42282.56920027
1609891200,33352.54,37000.0,34043.91,36859.26,45744.10320015
1609977600,36200.0,40425.0,36859.26,39505.56,50346.30569052
1610064000,36565.08,41986.37,39510.55,40665.15,48522.48490272
1610150400,38800.0,41406.94,40642.15,40257.43,27152.97102881
1610236800,34444.0,41452.12,40257.43,38171.57,43736.57031589
1610323200,30100.0,38273.88,38168.89,35452.59,102503.15672849
1610409600,32500.0,36604.51,35456.89,34038.98,48227.62752035
1610496000,32309.04,37888.0,34035.53,37393.66,39608.73718747
1610582400,36751.11,40127.66,37393.67,39125.14,31868.76049365
1610668800,34298.93,39697.0,39123.05,36754.67,36421.05918785
1610755200,35372.59,37948.0,36754.6,36006.94,20861.42545209
1610841600,33850.03,36860.0,36004.8,35820.0,19182.04934663
1610928000,34736.46,37402.0,35820.01,36624.23,16609.64108414
1611014400,35895.11,37857.0,36624.23,35917.28,18904.77910604
1611100800,33387.01,36415.34,35921.91,35503.09,25445.70800774
1611187200,30011.0,35628.24,35498.85,30855.95,50473.11375071
1611273600,28732.0,33867.0,30855.9,32984.93,48155.72161708
1611360000,31432.19,33488.79,32982.66,32112.01,16139.81478284
1611446400,30931.21,33086.53,32110.0,32288.56,13618.80097809
1611532800,31920.8,34888.0,32293.18,32261.87,23045.66293389
1611619200,30830.0,32960.37,32260.52,32510.82,23535.83891688
1611705600,29156.0,32584.62,32510.82,30407.13,46207.08537355
1611792000,29902.14,34000.0,30414.11,33488.99,36007.06269488
1611878400,31990.0,38570.13,33487.92,34262.11,72641.07974951
1611964800,32852.86,34900.0,34262.11,34315.63,21362.15173754
1612051200,32200.0,34387.75,34315.63,33137.74,16436.39757593
1612137600,32333.0,34728.57,33137.75,33533.19,21975.41378272
1612224000,33450.0,36000.0,33534.39,35512.67,19995.83908338
1612310400,35393.8,37723.72,35513.0,37678.37,23781.96945181
1612396800,36156.45,38769.0,37688.42,36975.0,31699.36292316
1612483200,36605.87,38349.0,36976.59,38311.49,17842.70173175
1612569600,38250.0,41000.0,38327.09,39265.43,27102.80602941
1612656000,37371.35,39737.83,39266.1,38871.42,20297.87256102
1612742400,38057.01,46750.0,38871.43,46448.1,47934.0103883
1612828800,45020.0,48200.0,46453.66,46514.73,36418.79365116
1612915200,43706.86,47349.99,46514.73,44850.0,25818.01157857
1613001600,44011.0,48690.0,44850.0,47997.91,26222.60477552
1613088000,46300.0,48912.0,47993.6,47408.34,23503.15583529
1613174400,46300.0,48199.0,47408.34,47232.45,12020.8773325
1613260800,47100.13,49700.0,47240.75,48680.69,15146.55244091
1613347200,45768.46,49093.44,48667.23,47936.37,19432.15278111
1613433600,47051.22,50645.0,47935.66,49158.71,23053.20561135
1613520000,48942.87,52640.35,49141.43,52170.01,25675.171441
1613606400,50875.0,52549.99,52170.01,51601.73,15689.40275173
1613692800,50725.0,56370.05,51596.0,55983.56,27961.48197104
1613779200,54000.1,57563.57,55983.57,55923.52,22137.82194494
1613865600,55531.23,58367.0,55921.44,57489.16,13530.43444443
1613952000,46616.0,57577.69,57489.16,54142.13,49449.16575779
1614038400,44888.08,54206.22,54125.67,48899.99,72300.585728
1614124800,47002.0,51415.41,48899.99,49737.82,30732.14949499
1614211200,46700.0,52107.83,49737.81,47058.48,28011.20414657
1614297600,44150.0,48464.64,47063.9,46326.2,36048.6181927
1614384000,45055.0,48356.86,46319.79,46180.75,16290.28071728
1614470400,43016.0,46656.0,46169.92,45231.75,22745.60600179
1614556800,45042.13,49829.0,45231.74,49639.4,25068.25043716
1614643200,47075.11,50250.0,49635.3,48511.6,17063.56302004
1614729600,48161.75,52666.0,48502.18,50360.0,21301.47723933
1614816000,47502.0,51798.33,50370.33,48368.52,23386.97957577
1614902400,46219.32,49473.99,48370.97,48769.47,25468.18029576
1614988800,47077.0,49210.0,48766.01,48909.84,11877.83755909
1615075200,48909.83,51459.0,48909.84,50978.61,13965.15473114
1615161600,49328.62,52425.0,50976.22,52415.23,18856.28684439
1615248000,51845.01,54936.0,52413.17,54916.38,21177.14953983
1615334400,53025.0,57402.14,54921.61,55890.69,28326.07770941
1615420800,54283.0,58113.0,55888.7,57815.47,24369.21216789
1615507200,55050.0,58065.92,57820.15,57225.91,21760.53824103
1615593600,56083.74,61788.45,57220.84,61178.5,22301.28588901
1615680000,58950.0,61680.0,61181.38,58972.7,13581.96759058
1615766400,54568.0,60601.07,58972.71,55636.15,31651.39184131
1615852800,53221.0,56970.0,55629.08,56927.11,24432.37878722
1615939200,54138.01,58996.38,56924.26,58925.54,22687.57433043
1616025600,56996.15,60100.0,58925.54,57644.95,21459.4962399
1616112000,56260.0,59461.99,57644.95,58039.66,16429.629743
1616198400,57827.97,59928.0,58026.91,58116.7,9725.28123717
1616284800,55543.89,58651.22,58126.34,57363.32,11841.63877891
1616371200,53739.5,58421.68,57377.29,54110.07,19512.15647151
1616457600,53000.0,55858.0,54111.49,54345.54,19221.75674
1616544000,51673.82,57209.97,54333.27,52276.16,23775.21362623
1616630400,50305.0,53238.0,52259.69,51325.01,29642.04415588
1616716800,51250.0,55125.13,51320.76,55072.44,17843.00738205
1616803200,53966.0,56640.0,55080.9,55856.53,11333.33349523
1616889600,54701.0,56587.08,55856.54,55778.82,9235.80302347
1616976000,54900.0,58400.0,55781.22,57613.48,17552.36885101
1617062400,57000.0,59397.48,57613.76,58786.46,15105.07669026
1617148800,56873.8,59800.0,58786.46,58800.0,17376.62672814
1617235200,57930.0,59474.94,58800.01,58726.48,11096.33004907
1617321600,58441.88,60055.02,58726.47,58981.04,10966.93017846
1617408000,56943.0,59752.0,58981.04,57094.34,8405.26400491
1617494400,56478.53,58500.0,57094.34,58215.94,6301.43187883
1617580800,56817.64,59251.76,58216.73,59123.02,9204.86323941
1617667200,57333.33,59475.0,59134.07,58019.98,10354.33014603
1617753600,55400.0,58630.0,58021.67,55955.75,17787.29445084
1617840000,55700.0,58152.0,55962.67,58083.1,8073.59731731
1617926400,57670.51,58869.69,58083.1,58092.68,8094.74629652
1618012800,57875.41,61218.97,58092.68,59778.6,12817.81106734
1618099200,59177.06,60658.89,59778.59,59985.26,7278.96516665
1618185600,59369.0,61199.0,59983.66,59839.82,11467.72752999
1618272000,59799.01,63774.39,59836.88,63588.22,17897.76603088
1618358400,61277.91,64899.0,63588.22,62971.8,22570.84113444
1618444800,62036.73,63831.82,62971.8,63229.04,11209.4505281
1618531200,60048.43,63604.34,63229.04,61427.27,19867.41322269
1618617600,59700.0,62572.48,61427.27,60058.86,10847.76785762
1618704000,51300.0,60437.97,60067.2,56274.41,36891.70959047
1618790400,54187.85,57600.0,56273.65,55696.83,16838.39171629
1618876800,53430.01,57111.0,55696.83,56499.29,18608.27983583
1618963200,53620.91,56810.56,56477.67,53800.86,15584.08398293
1619049600,50400.0,55469.98,53795.62,51701.59,30427.89153907
1619136000,47464.65,52130.58,51695.98,51187.27,38794.85818376
1619222400,48726.87,51260.61,51187.75,50089.15,11839.14355893
1619308800,47044.01,50591.38,50101.42,49121.0,14633.51206544
1619395200,48817.62,54400.0,49121.0,54053.6,18005.22399425
1619481600,53321.0,55509.39,54047.8,55069.62,13957.08649512
1619568000,53887.0,56476.17,55069.61,54894.03,16484.33677655
1619654400,52369.61,55226.86,54889.81,53580.0,14592.31688772
1619740800,53068.43,58075.01,53580.0,57798.77,16536.33288912
1619827200,57050.94,58550.0,57798.77,57859.28,10787.04933216
1619913600,56072.0,57972.26,57859.28,56625.2,7647.62578087
1620000000,56500.0,58986.0,56625.21,57212.73,15165.00648795
1620086400,53057.7,57247.24,57212.73,53241.92,23492.0586849
1620172800,52913.02,57980.86,53241.91,57515.69,22918.90458572
1620259200,55288.0,58400.0,57515.69,56440.66,18244.13605211
1620345600,55300.0,58735.95,56444.82,57380.39,18323.8958022
1620432000,56980.01,59559.84,57380.39,58958.05,15374.94442964
1620518400,56265.3,59300.52,58958.06,58312.57,17169.72318523
1620604800,53600.0,59592.2,58313.84,55866.41,24647.23540718
1620691200,54511.48,56962.07,55866.38,56753.19,15446.63591676
1620777600,48500.0,58041.0,56753.19,49498.77,29660.84273553
1620864000,46000.0,52500.0,49498.76,49690.11,42250.08740789
1620950400,48895.0,51569.56,49682.28,49893.48,21987.79362448
1621036800,46573.0,50730.58,49893.48,46775.51,21936.11454712
1621123200,43825.0,49808.28,46771.01,46450.79,30655.33064729
1621209600,42101.0,46646.15,46450.78,43580.5,43660.22208427
1621296000,42300.0,45851.0,43571.89,42857.15,28210.30024018
1621382400,30000.0,43591.7,42865.05,36731.75,109537.24233282
1621468800,35000.0,42605.0,36735.44,40623.33,51445.79735691
1621555200,33501.54,42275.99,40623.24,37340.77,55961.90006046
1621641600,35257.52,38889.76,37333.09,37476.83,29239.02738254
1621728000,31111.0,38319.36,37476.84,34758.67,53433.30296532
1621814400,34407.17,39966.87,34758.88,38878.56,44419.45827713
1621900800,36481.26,39878.51,38874.53,38361.81,26107.55687287
1621987200,37837.36,40900.0,38361.81,39293.23,25107.68631485
1622073600,37191.99,40440.95,39293.23,38556.88,19390.89447264
1622160000,34688.0,38900.0,38556.88,35680.47,36231.72333985
1622246400,33650.86,37325.0,35680.48,34627.82,27999.15073256
1622332800,33333.0,36500.0,34627.81,35669.44,16038.94658082
1622419200,34183.0,37534.09,35669.44,37279.31,19527.11600162
1622505600,35669.14,37918.97,37276.23,36685.0,15713.10281689
1622592000,35920.0,38237.37,36684.99,37577.91,13952.35891376
1622678400,37184.88,39489.82,37581.83,39248.55,14325.7560692
1622764800,35593.22,39291.24,39248.54,36856.52,17917.63251152
1622851200,34832.17,37921.35,36856.53,35539.49,13654.69033381
1622937600,35258.0,36477.86,35539.97,35800.48,8184.50324318
1623024000,33333.0,36812.39,35800.48,33575.91,18997.71626987
1623110400,31004.95,34069.0,33567.26,33402.13,34937.55754915
1623196800,32408.53,37573.99,33402.13,37403.86,26040.89793254
1623283200,35800.0,38425.67,37404.75,36694.05,19853.81418911
1623369600,35944.0,37695.0,36694.91,37338.44,14142.19349961
1623456000,34635.47,37448.0,37340.08,35557.33,14516.54556279
1623542400,34780.57,39396.0,35557.32,39015.24,15748.96203951
1623628800,38744.83,41076.03,39015.24,40539.47,21916.84415956
1623715200,39510.98,41322.55,40537.93,40162.37,17020.70299457
1623801600,38105.0,40499.0,40158.06,38351.0,17238.57541183
1623888000,37365.63,39554.98,38351.0,38095.17,15970.35031651
1623974400,35153.16,38216.22,38103.94,35841.81,23472.37724375
1624060800,34833.26,36457.18,35840.96,35484.79,16801.08670642
1624147200,33347.05,36139.73,35484.8,35585.78,19400.07454207
1624233600,31259.0,35741.54,35585.79,31609.82,41304.39903519
1624320000,28800.0,33352.0,31609.82,32538.37,48409.17333487
1624406400,31708.03,34881.02,32538.9,33688.35,23124.81248294
1624492800,32300.0,35295.67,33688.51,34654.58,16868.94084747
1624579200,31300.0,35500.0,34654.87,31594.63,26505.19266978
1624665600,30173.49,32711.68,31594.62,32275.19,18299.38702942
1624752000,32002.21,34749.0,32267.59,34709.23,14428.92978925
1624838400,33864.99,35301.43,34708.53,34493.22,14920.2647883
1624924800,34233.35,36675.0,34493.22,35904.28,17917.59826258
1625011200,34033.0,36094.42,35906.17,35060.0,16700.72309396
1625097600,32703.48,35066.54,35060.0,33516.11,13210.9509733
1625184000,32704.73,33972.06,33510.93,33805.02,11765.65389836
1625270400,33320.0,34953.07,33805.01,34682.16,6197.80112922
1625356800,34390.53,35951.0,34685.03,35284.05,6224.03057033
1625443200,33156.86,35290.82,35284.06,33697.78,9607.60619891
1625529600,33300.0,35100.0,33697.78,34225.73,10313.01368118
1625616000,33770.01,35077.46,34225.72,33878.56,9404.8979867
1625702400,32111.0,33934.62,33879.5,32875.95,14147.3525248
1625788800,32255.24,34100.0,32875.95,33824.26,8320.90649257
1625875200,33027.83,34267.14,33824.25,33515.35,4906.24582215
1625961600,33333.33,34607.37,33515.35,34259.23,7023.06500489
1626048000,32665.0,34670.0,34259.22,33091.1,10145.24046995
1626134400,32201.12,33337.61,33077.43,32734.14,9478.04218884
1626220800,31600.0,33125.55,32734.14,32816.39,10355.3186961
1626307200,31064.77,33187.6,32815.75,31868.68,11273.61174025
1626393600,31025.42,32259.16,31872.49,31388.06,10006.47793721
1626480000,31179.01,31949.99,31389.57,31533.91,5695.57411588
1626566400,31125.6,32450.0,31533.9,31788.25,5006.4831051
1626652800,30429.99,31887.82,31786.37,30842.03,11027.00528966
1626739200,29301.56,31052.65,30842.04,29796.16,18114.15286104
1626825600,29501.02,32825.0,29796.15,32135.19,15598.47830878
1626912000,31729.68,32611.84,32152.68,32287.74,7704.6404628
1626998400,32000.0,33647.27,32287.75,33647.26,9004.84262627
1627084800,33424.7,34525.0,33647.27,34283.01,9864.75243703
1627171200,33888.89,35451.04,34291.67,35428.26,9434.63002297
1627257600,35251.54,40593.93,35428.25,37262.77,40354.54555841
1627344000,36413.26,39550.0,37262.76,39470.48,24709.10440908
1627430400,38803.34,40925.56,39475.99,40035.1,27198.33358111
1627516800,39229.47,40644.85,40035.1,40039.44,11022.42512817
1627603200,38342.0,42320.57,40039.44,42237.95,15063.2344059
1627689600,41064.11,42414.61,42233.66,41495.01,9351.94288576
1627776000,39426.0,42605.64,41499.0,39865.41,10617.67293456
1627862400,38690.0,40459.68,39859.18,39149.59,12379.41216528
1627948800,37627.21,39785.3,39149.59,38191.44,15094.81739624
1628035200,37509.0,39965.1,38189.4,39722.41,15327.67624669
1628121600,37300.0,41447.89,39718.9,40888.74,28507.85532682
1628208000,39876.74,43399.26,40888.73,42869.58,20425.1145444
1628294400,42457.27,44750.0,42869.59,44637.34,19634.79475606
1628380800,43131.97,45363.83,44628.11,43829.14,18712.27158173
1628467200,42821.3,46497.42,43829.15,46285.48,19464.72493503
1628553600,44650.27,46718.44,46280.0,45595.66,13756.50066875
1628640000,45350.74,46781.09,45601.82,45553.49,11628.32043954
1628726400,43714.36,46223.95,45553.1,44422.14,13169.78176994
1628812800,44249.64,47953.9,44422.15,47833.64,11794.94196257
1628899200,46034.93,48176.52,47833.64,47109.65,8130.36769388
1628985600,45525.19,47400.0,47109.64,47014.49,7745.70200802
1629072000,45676.91,48076.52,47014.38,45902.46,10467.66031475
1629158400,44405.39,47174.62,45903.22,44671.58,12756.14777945
1629244800,44216.47,46035.27,44675.34,44707.98,10327.49887365
1629331200,43955.0,47088.08,44709.1,46765.87,11938.12185013
1629417600,46644.95,49400.0,46769.02,49342.4,13184.67048641
1629504000,48285.28,49821.92,49349.99,48867.02,9574.83615164
1629590400,48102.89,49526.13,48870.21,49284.63,6243.39643384
1629676800,49012.84,50505.0,49284.38,49506.5,10824.26838095
1629763200,47600.0,49875.9,49504.53,47682.45,12068.33823315
1629849600,47122.02,49277.0,47682.45,48987.33,9289.23177109
1629936000,46315.48,49365.1,48991.57,46851.47,11651.34373853
1630022400,46361.01,49185.12,46851.47,49077.57,8924.12247655
1630108800,48370.0,49309.83,49081.08,48942.94,4895.70191319
1630195200,47801.0,49667.1,48942.89,48802.58,6935.09511006
1630281600,46866.0,48906.51,48802.58,46993.71,12249.23741495
1630368000,46708.93,48259.68,46996.8,47112.5,12919.43970212
1630454400,46537.62,49125.0,47110.33,48839.86,13010.83839478
1630540800,48620.73,50392.19,48834.27,49279.37,14120.3826407
1630627200,48349.66,51064.44,49279.38,50025.0,14577.22621879
1630713600,49400.0,50558.75,50025.0,49942.98,7595.48816499
1630800000,49500.0,51907.08,49944.89,51789.17,7743.93472308
1630886400,51020.08,52802.03,51789.17,52698.81,9571.75471136
1630972800,42830.77,52944.96,52698.8,46894.5,29022.815351
1631059200,44423.49,47381.47,46894.49,46060.36,19624.55093117
1631145600,45511.82,47400.0,46059.94,46400.0,13594.64633403
1631232000,44140.48,47040.76,46396.26,44851.45,14905.54795341
1631318400,44730.29,45989.94,44850.37,45171.83,6207.38337004
1631404800,44754.31,46462.98,45173.66,46024.23,6499.85821749
1631491200,43465.0,46900.0,46027.8,44947.72,15015.30289712
1631577600,44679.92,47274.92,44953.23,47127.22,12644.16435358
1631664000,46705.0,48475.0,47127.81,48148.12,12139.84206628
1631750400,47020.82,48499.99,48144.03,47753.16,11739.27966629
1631836800,46752.67,48176.64,47753.15,47303.5,9088.56956453
1631923200,47050.0,48825.62,47306.87,48314.56,7491.03449237
1632009600,46850.87,48379.19,48309.86,47255.92,7086.34626236
1632096000,42500.0,47358.92,47253.71,43012.97,27706.67636162
1632182400,39600.0,43639.88,43007.69,40719.6,27275.33818249
1632268800,40570.42,44035.44,40736.81,43575.1,19462.53865157
1632355200,43096.73,45000.0,43575.19,44897.59,13446.87468684
1632441600,40683.29,45200.0,44896.55,42848.92,22451.57711462
1632528000,41675.0,42998.76,42848.44,42705.51,7383.32390261
1632614400,40803.0,43937.0,42705.51,43178.02,9971.64545213
1632700800,42111.0,44366.96,43172.17,42171.76,10094.77099806
1632787200,40897.7,42780.0,42166.31,41026.07,10491.81363045
1632873600,40750.12,42638.99,41030.19,41522.16,10303.30152312
1632960000,41409.67,44110.17,41519.11,43824.43,12835.9838101
1633046400,43287.44,48500.0,43828.89,48165.76,20095.33155568
1633132800,47451.0,48359.33,48165.76,47657.69,7262.63442143
1633219200,47120.11,49300.0,47663.74,48233.99,7989.25925892
1633305600,46916.7,49505.0,48233.99,49245.54,13938.64182971
1633392000,49057.18,51906.23,49244.13,51493.99,17828.59726658
1633478400,50416.01,55757.11,51499.77,55339.48,25869.64925998
1633564800,53379.0,55356.85,55346.95,53797.82,15820.83417633
1633651200,53634.41,56113.0,53805.46,53963.82,12416.9019906
1633737600,53675.0,55500.0,53965.18,54962.29,7123.05512404
1633824000,54112.95,56545.24,54963.29,54690.53,9370.1912382
1633910400,54411.54,57833.23,54683.09,57487.44,13422.42081815
1633996800,53873.78,57674.55,57485.97,56005.1,15457.00896085
1634083200,54236.09,57771.33,56005.1,57367.32,14691.01338574
1634169600,56832.32,58520.71,57367.32,57359.51,12198.02457938
1634256000,56867.11,62910.0,57359.51,61695.39,27105.19764492
1634342400,60139.01,62350.0,61690.32,60877.42,10161.25819825
1634428800,58943.83,61744.17,60867.05,61527.11,9153.32273471
1634515200,59887.74,62675.19,61530.07,62042.41,19798.1489024
1634601600,61333.0,64500.0,62042.4,64303.14,17380.30486176
1634688000,63525.0,66999.0,64303.14,66026.54,19194.45410878
1634774400,62050.0,66650.85,66021.26,62204.02,23474.39133313
1634860800,60000.0,63750.0,62204.01,60687.64,17217.70765017
1634947200,59650.0,61750.0,60682.88,61300.01,6708.15013802
1635033600,59522.89,61491.96,61300.02,60854.48,8573.72719199
1635120000,60653.5,63726.58,60847.91,63083.54,10496.58058683
1635206400,59837.07,63290.49,63081.96,60337.62,12181.48144997
1635292800,58100.0,61488.0,60333.19,58455.47,18856.68565412
1635379200,57653.88,62477.47,58462.73,60591.65,19354.49897509
1635465600,60188.73,62974.0,60591.63,62276.72,15497.01101939
1635552000,60725.01,62379.2,62287.95,61892.41,6793.59698552
1635638400,60001.0,62427.02,61896.38,61343.68,8371.1698899
1635724800,59500.0,62500.0,61346.17,60949.54,11724.34161877
1635811200,60672.16,64300.0,60956.4,63266.51,13694.11539462
1635897600,60070.0,63568.36,63266.5,62935.41,12951.87181247
1635984000,60728.77,63114.14,62935.4,61444.5,11051.75853921
1636070400,60777.0,62638.59,61444.49,61006.15,10598.79620286
